id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str,x_max_nm
ALD_HfO2_Si_06976,HfO2,Si(100),ALD,224.6,3.5,0.14,1.03,99.9,0.64,1.3007214821818509e-18,1.3e-18,0.35504181136798374
ALD_HfO2_Si_06977,HfO2,Si(100),ALD,322.8,8.7,0.72,1.16,99.9,2.0,2.420489934915569e-17,2.42e-17,10.0
ALD_HfO2_Si_06978,HfO2,Si(100),ALD,221.6,6.4,0.7,1.07,99.9,0.9,6.6286888059281e-18,6.63e-18,2.520279443733271
ALD_HfO2_Si_06979,HfO2,Si(100),ALD,157.8,7.9,0.14,0.99,94.0,1.38,6.266953654386095e-19,6.27e-19,0.531391615969342
ALD_HfO2_Si_06980,HfO2,Si(100),ALD,242.2,7.6,0.6,1.04,99.9,1.32,9.879888198215527e-18,9.88e-18,4.178004695703767
ALD_HfO2_Si_06981,HfO2,Si(100),ALD,224.0,3.0,0.35,1.02,99.9,0.91,3.818129477377683e-18,3.82e-18,1.3675527673395405
ALD_HfO2_Si_06982,HfO2,Si(100),ALD,294.6,7.6,0.8,1.15,99.9,2.0,1.468519002574681e-17,1.47e-17,8.91165010866331
ALD_HfO2_Si_06983,HfO2,Si(100),ALD,222.5,4.4,0.87,1.06,99.9,0.74,6.3674551921839676e-18,6.37e-18,2.264214916146806
ALD_HfO2_Si_06984,HfO2,Si(100),ALD,237.4,9.5,0.68,1.06,97.6,1.19,6.739346209019189e-18,6.74e-18,3.3117203265142443
ALD_HfO2_Si_06985,HfO2,Si(100),ALD,294.5,1.6,0.14,1.08,99.9,2.0,3.1136224434012002e-18,3.11e-18,1.7166048702118075
ALD_HfO2_Si_06986,HfO2,Si(100),ALD,347.9,8.8,0.19,1.15,99.9,2.0,4.923782371141058e-18,4.92e-18,2.514777540358903
ALD_HfO2_Si_06987,HfO2,Si(100),ALD,170.4,5.7,0.86,0.99,99.1,0.92,3.279916471129251e-18,3.28e-18,2.0086848182608104
ALD_HfO2_Si_06988,HfO2,Si(100),ALD,284.7,5.7,0.96,1.16,99.9,2.0,1.43367273774794e-17,1.43e-17,9.645705054006697
ALD_HfO2_Si_06989,HfO2,Si(100),ALD,223.9,0.5,0.98,1.07,99.9,0.77,9.051057106688497e-18,9.05e-18,2.981238820779007
ALD_HfO2_Si_06990,HfO2,Si(100),ALD,162.8,9.6,0.72,1.0,94.0,1.12,5.554850089221176e-18,5.55e-18,2.9118151055132424
ALD_HfO2_Si_06991,HfO2,Si(100),ALD,150.2,9.0,0.19,0.97,95.5,1.78,5.941795376166305e-19,5.94e-19,0.777497499241466
ALD_HfO2_Si_06992,HfO2,Si(100),ALD,198.8,8.4,0.63,1.04,99.9,0.45,4.915607465415064e-18,4.92e-18,1.029472472607477
ALD_HfO2_Si_06993,HfO2,Si(100),ALD,331.2,8.3,0.44,1.17,99.9,2.0,1.1002984624887739e-17,1.1e-17,5.720775949839855
ALD_HfO2_Si_06994,HfO2,Si(100),ALD,165.7,1.4,0.97,1.03,99.9,0.99,4.760497651219493e-18,4.76e-18,2.7656078015566843
ALD_HfO2_Si_06995,HfO2,Si(100),ALD,190.5,3.7,0.98,1.03,99.9,0.47,1.0424249756132693e-17,1.04e-17,1.9528849214290707
ALD_HfO2_Si_06996,HfO2,Si(100),ALD,200.7,6.6,0.91,1.04,99.9,0.57,6.9082355827533066e-18,6.91e-18,1.8579005949814775
ALD_HfO2_Si_06997,HfO2,Si(100),ALD,174.8,4.6,0.15,0.99,99.9,0.83,6.395222890861991e-19,6.4e-19,0.33419112855550315
ALD_HfO2_Si_06998,HfO2,Si(100),ALD,253.6,1.3,0.78,1.08,99.9,1.88,1.2882179977610124e-17,1.29e-17,7.747171750163987
ALD_HfO2_Si_06999,HfO2,Si(100),ALD,183.8,2.4,0.8,1.02,99.9,0.64,6.447562579332225e-18,6.45e-18,1.8895835644746004
ALD_HfO2_Si_07000,HfO2,Si(100),ALD,194.4,3.9,0.4,1.02,99.9,0.47,2.0720537573611525e-18,2.07e-18,0.5562521661087975
ALD_HfO2_Si_07001,HfO2,Si(100),ALD,293.9,8.3,0.64,1.14,99.9,2.0,8.502110006279083e-18,8.5e-18,6.064942599164961
ALD_HfO2_Si_07002,HfO2,Si(100),ALD,204.2,3.4,0.18,0.99,99.9,0.6,1.5419980127289293e-18,1.54e-18,0.410934649755859
ALD_HfO2_Si_07003,HfO2,Si(100),ALD,205.1,5.7,0.38,1.03,99.9,0.58,2.9051491071451997e-18,2.91e-18,0.7922228379207135
ALD_HfO2_Si_07004,HfO2,Si(100),ALD,278.7,4.6,0.13,1.08,99.9,2.0,1.8289042833547287e-18,1.83e-18,1.267770122779416
ALD_HfO2_Si_07005,HfO2,Si(100),ALD,230.0,4.1,0.64,1.07,99.9,0.96,8.783308936339879e-18,8.78e-18,2.9589229177209853
ALD_HfO2_Si_07006,HfO2,Si(100),ALD,266.8,6.7,0.14,1.09,99.9,2.0,1.7077990808111114e-18,1.71e-18,1.2713225594158375
ALD_HfO2_Si_07007,HfO2,Si(100),ALD,343.9,1.5,0.97,1.22,99.9,2.0,3.411751769727328e-17,3.41e-17,10.0
ALD_HfO2_Si_07008,HfO2,Si(100),ALD,229.6,5.9,0.29,1.06,99.9,0.88,4.1097161334613396e-18,4.11e-18,1.2489094048633316
ALD_HfO2_Si_07009,HfO2,Si(100),ALD,280.5,4.8,0.48,1.12,99.9,2.0,7.218356045458284e-18,7.22e-18,4.839640657766136
ALD_HfO2_Si_07010,HfO2,Si(100),ALD,301.0,2.7,0.47,1.15,99.9,2.0,5.4537001191154596e-18,5.45e-18,4.162630901059285
ALD_HfO2_Si_07011,HfO2,Si(100),ALD,285.2,9.1,0.89,1.13,99.9,2.0,1.3716848675582321e-17,1.37e-17,9.084384864798137
ALD_HfO2_Si_07012,HfO2,Si(100),ALD,171.0,4.5,0.7,1.01,99.9,0.88,4.1187234189458335e-18,4.12e-18,1.9424791192422752
ALD_HfO2_Si_07013,HfO2,Si(100),ALD,237.2,8.7,0.83,1.09,99.9,1.27,1.2059234895840157e-17,1.21e-17,5.223312346280115
ALD_HfO2_Si_07014,HfO2,Si(100),ALD,332.6,0.7,0.96,1.19,99.9,2.0,2.27829974087073e-17,2.28e-17,10.0
ALD_HfO2_Si_07015,HfO2,Si(100),ALD,301.7,3.5,0.43,1.12,99.9,2.0,1.4583691523879625e-17,1.46e-17,6.510904278332871
ALD_HfO2_Si_07016,HfO2,Si(100),ALD,166.2,0.5,0.22,0.98,99.9,1.04,7.940299711437823e-19,7.94e-19,0.5650755022846
ALD_HfO2_Si_07017,HfO2,Si(100),ALD,273.0,3.3,0.26,1.09,99.9,2.0,4.107709780224917e-18,4.11e-18,2.6869519366232275
ALD_HfO2_Si_07018,HfO2,Si(100),ALD,317.7,7.8,0.7,1.14,99.9,2.0,1.5579000199484098e-17,1.56e-17,8.586025212166497
ALD_HfO2_Si_07019,HfO2,Si(100),ALD,163.8,4.6,0.57,1.01,99.7,1.13,4.356902871642388e-18,4.36e-18,2.3149849011044537
ALD_HfO2_Si_07020,HfO2,Si(100),ALD,212.4,9.0,0.15,1.02,98.1,0.66,7.995990982060532e-19,8e-19,0.3
ALD_HfO2_Si_07021,HfO2,Si(100),ALD,178.9,4.5,0.16,1.02,99.9,0.71,1.078088235004467e-18,1.08e-18,0.38334415492277857
ALD_HfO2_Si_07022,HfO2,Si(100),ALD,332.7,8.4,0.73,1.14,99.9,2.0,1.8902656280775056e-17,1.89e-17,9.658200050442565
ALD_HfO2_Si_07023,HfO2,Si(100),ALD,310.0,4.1,0.84,1.14,99.9,2.0,2.9383278448567174e-17,2.94e-17,10.0
ALD_HfO2_Si_07024,HfO2,Si(100),ALD,335.1,2.9,0.87,1.18,99.9,2.0,1.94435004499702e-17,1.94e-17,10.0
ALD_HfO2_Si_07025,HfO2,Si(100),ALD,277.8,8.7,0.61,1.13,99.9,2.0,1.1084540053998908e-17,1.11e-17,6.7607846709291
ALD_HfO2_Si_07026,HfO2,Si(100),ALD,179.9,5.8,0.73,1.02,99.9,0.7,3.4427091741562443e-18,3.44e-18,1.4426234612665614
ALD_HfO2_Si_07027,HfO2,Si(100),ALD,175.8,9.8,0.53,1.01,94.0,0.87,3.2336767184753026e-18,3.23e-18,1.4806378243133063
ALD_HfO2_Si_07028,HfO2,Si(100),ALD,170.1,2.7,0.73,0.99,99.9,1.02,3.5675127948077555e-18,3.57e-18,2.1398716439465435
ALD_HfO2_Si_07029,HfO2,Si(100),ALD,321.5,0.9,0.79,1.14,99.9,2.0,1.7588539160345118e-17,1.76e-17,9.691740531602518
ALD_HfO2_Si_07030,HfO2,Si(100),ALD,237.7,8.7,0.79,1.08,99.9,1.21,4.657947865502834e-18,4.66e-18,3.017446508629505
ALD_HfO2_Si_07031,HfO2,Si(100),ALD,336.7,0.8,0.21,1.13,99.9,2.0,6.8996439529694255e-18,6.9e-18,3.1296540632529015
ALD_HfO2_Si_07032,HfO2,Si(100),ALD,174.7,7.5,0.91,1.01,97.6,0.94,3.7592851299444825e-18,3.76e-18,2.2601878474466353
ALD_HfO2_Si_07033,HfO2,Si(100),ALD,239.7,7.6,0.26,1.06,99.9,1.37,2.0382526990284672e-18,2.04e-18,1.296521152183947
ALD_HfO2_Si_07034,HfO2,Si(100),ALD,290.0,4.7,0.65,1.11,99.9,2.0,7.374600735284766e-18,7.37e-18,5.692450757875843
ALD_HfO2_Si_07035,HfO2,Si(100),ALD,348.1,4.7,0.39,1.19,99.9,2.0,9.313910655466841e-18,9.31e-18,4.955319772938249
ALD_HfO2_Si_07036,HfO2,Si(100),ALD,235.3,7.0,0.14,1.06,99.9,1.1,1.681868010150136e-18,1.68e-18,0.6938985986106629
ALD_HfO2_Si_07037,HfO2,Si(100),ALD,165.8,3.5,0.26,0.96,99.9,1.07,1.5762617448607565e-18,1.58e-18,0.8904877957058485
ALD_HfO2_Si_07038,HfO2,Si(100),ALD,309.5,0.3,0.83,1.14,99.9,2.0,2.234301069153513e-17,2.23e-17,10.0
ALD_HfO2_Si_07039,HfO2,Si(100),ALD,211.7,5.0,0.86,1.02,99.9,0.55,5.259826563871829e-18,5.26e-18,1.5206910133880662
ALD_HfO2_Si_07040,HfO2,Si(100),ALD,338.6,2.8,0.19,1.14,99.9,2.0,6.109548223513872e-18,6.11e-18,2.8012682374740945
ALD_HfO2_Si_07041,HfO2,Si(100),ALD,288.6,1.5,0.62,1.13,99.9,2.0,9.212482668964368e-18,9.21e-18,6.213803775640446
ALD_HfO2_Si_07042,HfO2,Si(100),ALD,215.7,2.1,0.06,1.01,99.9,0.58,6.787532409545862e-19,6.79e-19,0.3
ALD_HfO2_Si_07043,HfO2,Si(100),ALD,265.5,1.2,0.28,1.09,99.9,2.0,4.5892925790608e-18,4.59e-18,2.947306057002951
ALD_HfO2_Si_07044,HfO2,Si(100),ALD,151.9,5.6,0.82,0.97,97.4,1.79,3.085239813689312e-18,3.09e-18,3.701244482881764
ALD_HfO2_Si_07045,HfO2,Si(100),ALD,250.2,5.8,0.87,1.11,99.9,1.75,1.4546066138315738e-17,1.45e-17,8.093079493906801
ALD_HfO2_Si_07046,HfO2,Si(100),ALD,165.8,8.4,0.81,1.0,94.0,0.89,4.9586613646781994e-18,4.96e-18,2.318772246794354
ALD_HfO2_Si_07047,HfO2,Si(100),ALD,214.3,3.1,0.68,1.05,99.9,0.48,3.8222756821740575e-18,3.82e-18,1.006004792679985
ALD_HfO2_Si_07048,HfO2,Si(100),ALD,338.2,3.9,0.77,1.18,99.9,2.0,1.3780215314600512e-17,1.38e-17,8.469284311886016
ALD_HfO2_Si_07049,HfO2,Si(100),ALD,349.9,7.3,0.41,1.15,99.9,2.0,8.984464555270995e-18,8.98e-18,4.990124443477246
ALD_HfO2_Si_07050,HfO2,Si(100),ALD,320.4,4.5,0.17,1.11,99.9,2.0,7.067559827017131e-18,7.07e-18,2.849919253804937
ALD_HfO2_Si_07051,HfO2,Si(100),ALD,205.7,7.4,0.64,1.05,98.4,0.52,3.669201896342572e-18,3.67e-18,1.0359111022192722
ALD_HfO2_Si_07052,HfO2,Si(100),ALD,218.9,8.5,0.32,1.04,96.9,0.49,5.0077331556616854e-18,5.01e-18,0.8063712048112207
ALD_HfO2_Si_07053,HfO2,Si(100),ALD,319.3,5.4,0.52,1.16,99.9,2.0,9.111394631799969e-18,9.11e-18,5.659361660974076
ALD_HfO2_Si_07054,HfO2,Si(100),ALD,195.2,7.9,0.82,1.04,97.1,0.42,4.0770019952186175e-18,4.08e-18,0.9983205957914555
ALD_HfO2_Si_07055,HfO2,Si(100),ALD,318.0,1.4,0.65,1.15,99.9,2.0,2.0417377924957658e-17,2.04e-17,9.471745277522192
ALD_HfO2_Si_07056,HfO2,Si(100),ALD,186.0,5.9,0.98,1.01,99.9,0.54,8.274858877554311e-18,8.27e-18,1.9990812597812
ALD_HfO2_Si_07057,HfO2,Si(100),ALD,323.8,2.2,0.19,1.13,99.9,2.0,5.806657405026719e-18,5.81e-18,2.7309468634552956
ALD_HfO2_Si_07058,HfO2,Si(100),ALD,327.6,1.9,0.35,1.14,99.9,2.0,1.1215757001404816e-17,1.12e-17,5.151357206147114
ALD_HfO2_Si_07059,HfO2,Si(100),ALD,326.6,5.3,0.87,1.2,99.9,2.0,1.7850836749652125e-17,1.79e-17,10.0
ALD_HfO2_Si_07060,HfO2,Si(100),ALD,256.3,3.8,0.49,1.09,99.9,2.0,8.197677535456386e-18,8.2e-18,5.210948768549326
ALD_HfO2_Si_07061,HfO2,Si(100),ALD,172.7,9.4,0.59,1.03,96.0,0.83,3.566147945589889e-18,3.57e-18,1.565118153268211
ALD_HfO2_Si_07062,HfO2,Si(100),ALD,292.9,6.1,0.1,1.11,99.9,2.0,1.7133787081434974e-18,1.71e-18,1.076217453261656
ALD_HfO2_Si_07063,HfO2,Si(100),ALD,338.2,6.1,0.96,1.18,99.9,2.0,2.9165906023712986e-17,2.92e-17,10.0
ALD_HfO2_Si_07064,HfO2,Si(100),ALD,302.6,0.7,0.4,1.12,99.9,2.0,1.1466030489330837e-17,1.15e-17,5.568136711966632
ALD_HfO2_Si_07065,HfO2,Si(100),ALD,221.1,1.0,0.25,1.04,99.9,0.59,2.5926873150776313e-18,2.59e-18,0.6175049448991693
ALD_HfO2_Si_07066,HfO2,Si(100),ALD,344.0,1.4,0.54,1.16,99.9,2.0,8.774110003021953e-18,8.77e-18,5.659417916626351
ALD_HfO2_Si_07067,HfO2,Si(100),ALD,225.2,0.9,0.55,1.05,99.9,0.95,6.853164194163904e-18,6.85e-18,2.397694631708551
ALD_HfO2_Si_07068,HfO2,Si(100),ALD,233.8,7.0,0.24,1.04,99.9,1.02,3.200399411274523e-18,3.2e-18,1.1621206968563764
ALD_HfO2_Si_07069,HfO2,Si(100),ALD,210.4,9.8,0.06,1.04,95.1,0.32,4.603591658269365e-19,4.6e-19,0.3
ALD_HfO2_Si_07070,HfO2,Si(100),ALD,209.7,8.4,0.79,1.02,96.0,0.51,6.639792521098702e-18,6.64e-18,1.5184634000786452
ALD_HfO2_Si_07071,HfO2,Si(100),ALD,163.5,3.0,0.51,1.01,99.9,1.04,2.7004250402860452e-18,2.7e-18,1.586637968708647
ALD_HfO2_Si_07072,HfO2,Si(100),ALD,311.5,9.1,0.55,1.13,99.9,2.0,6.8712436203138555e-18,6.87e-18,5.054432092760463
ALD_HfO2_Si_07073,HfO2,Si(100),ALD,275.0,6.4,0.28,1.07,99.9,2.0,3.882667744346904e-18,3.88e-18,2.7109248433882893
ALD_HfO2_Si_07074,HfO2,Si(100),ALD,194.5,5.8,0.93,1.06,99.9,0.53,5.825874846302373e-18,5.83e-18,1.6037669947993394
ALD_HfO2_Si_07075,HfO2,Si(100),ALD,344.1,2.2,0.53,1.18,99.9,2.0,1.5702213104248842e-17,1.57e-17,7.500525922220572
ALD_HfO2_Si_07076,HfO2,Si(100),ALD,313.0,2.7,0.39,1.15,99.9,2.0,7.666200457907609e-18,7.67e-18,4.495683583975592
ALD_HfO2_Si_07077,HfO2,Si(100),ALD,317.2,3.9,0.22,1.14,99.9,2.0,6.412416476579554e-18,6.41e-18,3.088129819805041
ALD_HfO2_Si_07078,HfO2,Si(100),ALD,223.6,9.3,0.09,1.06,99.7,0.77,6.815018155669663e-19,6.82e-19,0.3
ALD_HfO2_Si_07079,HfO2,Si(100),ALD,220.5,2.8,0.8,1.07,99.9,0.79,9.565208281125436e-18,9.57e-18,2.8409438664138578
ALD_HfO2_Si_07080,HfO2,Si(100),ALD,213.0,3.7,0.63,1.04,99.9,0.73,6.4075315960965025e-18,6.41e-18,1.906697799514896
ALD_HfO2_Si_07081,HfO2,Si(100),ALD,249.4,7.2,0.41,1.07,99.9,1.7,7.434387027108836e-18,7.43e-18,3.858395880211351
ALD_HfO2_Si_07082,HfO2,Si(100),ALD,250.5,4.3,0.85,1.11,99.9,1.77,1.7463678175406226e-17,1.75e-17,8.865310301478813
ALD_HfO2_Si_07083,HfO2,Si(100),ALD,179.6,3.4,0.69,1.0,99.9,0.75,7.054869591213669e-18,7.05e-18,2.1511646681627536
ALD_HfO2_Si_07084,HfO2,Si(100),ALD,251.5,6.9,0.49,1.07,99.9,1.95,4.242998325722333e-18,4.24e-18,3.655210847365764
ALD_HfO2_Si_07085,HfO2,Si(100),ALD,226.7,8.4,0.9,1.07,98.9,0.83,9.624250755403948e-18,9.62e-18,3.1756027130845603
ALD_HfO2_Si_07086,HfO2,Si(100),ALD,317.5,2.3,0.62,1.12,99.9,2.0,1.2050518029229487e-17,1.21e-17,7.1067665758843255
ALD_HfO2_Si_07087,HfO2,Si(100),ALD,246.0,3.5,0.45,1.07,99.9,1.5,1.4176797907927573e-17,1.42e-17,4.925268857656663
ALD_HfO2_Si_07088,HfO2,Si(100),ALD,183.1,0.5,0.9,1.0,99.9,0.67,6.7645230838865235e-18,6.76e-18,2.1491068147475785
ALD_HfO2_Si_07089,HfO2,Si(100),ALD,230.1,0.7,0.87,1.07,99.9,1.03,1.3326312031049109e-17,1.33e-17,4.559268744319414
ALD_HfO2_Si_07090,HfO2,Si(100),ALD,274.7,9.1,0.16,1.1,97.7,2.0,2.8121549712440413e-18,2.81e-18,1.7440260367602185
ALD_HfO2_Si_07091,HfO2,Si(100),ALD,335.6,3.3,0.81,1.17,99.9,2.0,1.0572235777146219e-17,1.06e-17,7.608504072506095
ALD_HfO2_Si_07092,HfO2,Si(100),ALD,196.2,1.4,0.09,1.03,99.9,0.58,5.333471675213059e-19,5.33e-19,0.3
ALD_HfO2_Si_07093,HfO2,Si(100),ALD,182.5,9.0,0.09,0.97,96.3,0.7,4.488562776390634e-19,4.49e-19,0.3
ALD_HfO2_Si_07094,HfO2,Si(100),ALD,227.2,2.0,0.67,1.08,99.9,0.95,5.815162928548915e-18,5.82e-18,2.4377283191644494
ALD_HfO2_Si_07095,HfO2,Si(100),ALD,332.0,4.2,0.5,1.17,99.9,2.0,1.5391959955137062e-17,1.54e-17,7.212823625208319
ALD_HfO2_Si_07096,HfO2,Si(100),ALD,256.1,5.2,0.09,1.03,99.9,2.0,1.3819656367784202e-18,1.38e-18,0.9169448693438396
ALD_HfO2_Si_07097,HfO2,Si(100),ALD,214.6,0.5,0.46,1.08,99.9,0.78,1.778302319273366e-18,1.78e-18,0.9171062819952196
ALD_HfO2_Si_07098,HfO2,Si(100),ALD,349.7,4.3,0.78,1.19,99.9,2.0,2.405186379409008e-17,2.41e-17,10.0
ALD_HfO2_Si_07099,HfO2,Si(100),ALD,267.7,7.9,0.58,1.08,99.9,2.0,7.334369504453915e-18,7.33e-18,5.362517687902102
ALD_HfO2_Si_07100,HfO2,Si(100),ALD,204.0,8.5,0.96,1.03,98.2,0.49,1.1158904283107079e-17,1.12e-17,2.0849028597922716
ALD_HfO2_Si_07101,HfO2,Si(100),ALD,243.6,3.0,0.2,1.05,99.9,1.41,2.715503761389952e-18,2.72e-18,1.3508361275412148
ALD_HfO2_Si_07102,HfO2,Si(100),ALD,166.5,6.2,0.61,0.99,97.7,1.13,3.030118124200923e-18,3.03e-18,1.9971767097143498
ALD_HfO2_Si_07103,HfO2,Si(100),ALD,271.8,4.3,0.05,1.08,99.9,2.0,8.62647793088926e-19,8.63e-19,0.5399768088205797
ALD_HfO2_Si_07104,HfO2,Si(100),ALD,216.3,10.0,0.13,1.02,99.9,0.72,6.997492348019881e-19,7e-19,0.3
ALD_HfO2_Si_07105,HfO2,Si(100),ALD,304.0,4.4,0.69,1.15,99.9,2.0,1.75464624552426e-17,1.75e-17,9.046751874359858
ALD_HfO2_Si_07106,HfO2,Si(100),ALD,340.3,3.0,0.66,1.17,99.9,2.0,1.7730915857041724e-17,1.77e-17,8.89428210637471
ALD_HfO2_Si_07107,HfO2,Si(100),ALD,231.1,1.4,0.69,1.04,99.9,0.97,5.4709534216786514e-18,5.47e-18,2.450028524083918
ALD_HfO2_Si_07108,HfO2,Si(100),ALD,316.4,1.6,0.58,1.14,99.9,2.0,2.0248351467876002e-17,2.02e-17,8.91009183090995
ALD_HfO2_Si_07109,HfO2,Si(100),ALD,321.0,4.4,0.09,1.09,99.9,2.0,2.321612607040592e-18,2.32e-18,1.188473436860705
ALD_HfO2_Si_07110,HfO2,Si(100),ALD,345.3,6.2,0.8,1.19,99.9,2.0,2.0726544375567702e-17,2.07e-17,10.0
ALD_HfO2_Si_07111,HfO2,Si(100),ALD,154.0,7.6,0.12,0.95,94.0,1.56,4.780580339263974e-19,4.78e-19,0.48573442534009603
ALD_HfO2_Si_07112,HfO2,Si(100),ALD,158.2,4.5,0.52,0.99,95.9,1.35,2.8119687231871544e-18,2.81e-18,2.1221888847720294
ALD_HfO2_Si_07113,HfO2,Si(100),ALD,198.9,5.1,0.71,1.05,99.9,0.49,5.6190120683698076e-18,5.62e-18,1.2723265479659487
ALD_HfO2_Si_07114,HfO2,Si(100),ALD,290.3,1.8,0.59,1.11,99.9,2.0,1.0813931210997097e-17,1.08e-17,6.567365015129037
ALD_HfO2_Si_07115,HfO2,Si(100),ALD,180.1,4.1,0.25,1.01,99.9,0.67,1.0382377413709293e-18,1.04e-18,0.4437481600951669
ALD_HfO2_Si_07116,HfO2,Si(100),ALD,278.7,4.6,0.56,1.1,99.9,2.0,6.625595460653709e-18,6.63e-18,5.008178728425203
ALD_HfO2_Si_07117,HfO2,Si(100),ALD,336.9,3.9,0.49,1.19,99.9,2.0,1.1345426524901234e-17,1.13e-17,6.13030103837347
ALD_HfO2_Si_07118,HfO2,Si(100),ALD,314.9,2.2,0.25,1.12,99.9,2.0,5.529001272364007e-18,5.53e-18,3.0567976953496894
ALD_HfO2_Si_07119,HfO2,Si(100),ALD,331.7,7.2,0.99,1.17,99.9,2.0,2.7076326351066887e-17,2.71e-17,10.0
ALD_HfO2_Si_07120,HfO2,Si(100),ALD,305.3,5.8,0.53,1.14,99.9,2.0,1.0718244235295316e-17,1.07e-17,6.196880299490709
ALD_HfO2_Si_07121,HfO2,Si(100),ALD,303.1,1.5,0.89,1.14,99.9,2.0,1.7830896374215268e-17,1.78e-17,10.0
ALD_HfO2_Si_07122,HfO2,Si(100),ALD,205.4,3.9,0.19,1.0,99.9,0.56,2.6658543070617827e-18,2.67e-18,0.5181152618134579
ALD_HfO2_Si_07123,HfO2,Si(100),ALD,276.6,0.1,0.65,1.1,99.9,2.0,1.3427018216831194e-17,1.34e-17,7.681036261127549
ALD_HfO2_Si_07124,HfO2,Si(100),ALD,341.4,8.7,0.17,1.15,99.9,2.0,7.524652306801509e-18,7.52e-18,2.9406343585995685
ALD_HfO2_Si_07125,HfO2,Si(100),ALD,192.3,2.7,0.31,1.03,99.9,0.46,2.4293664832850752e-18,2.43e-18,0.5189536234438388
ALD_HfO2_Si_07126,HfO2,Si(100),ALD,312.8,5.4,0.22,1.09,99.9,2.0,5.1097051256377e-18,5.11e-18,2.7566562104927756
ALD_HfO2_Si_07127,HfO2,Si(100),ALD,342.0,5.0,0.34,1.16,99.9,2.0,1.1600004890361736e-17,1.16e-17,5.16347278873506
ALD_HfO2_Si_07128,HfO2,Si(100),ALD,197.9,4.7,0.98,1.06,99.9,0.43,7.595995013932027e-18,7.6e-18,1.5251662321168549
ALD_HfO2_Si_07129,HfO2,Si(100),ALD,259.3,1.8,0.56,1.09,99.9,2.0,9.587248198923405e-18,9.59e-18,6.024407587625894
ALD_HfO2_Si_07130,HfO2,Si(100),ALD,241.9,3.9,0.72,1.1,99.9,1.37,6.031535771842625e-18,6.03e-18,3.711454336461731
ALD_HfO2_Si_07131,HfO2,Si(100),ALD,163.5,3.7,0.18,0.97,99.4,1.24,1.1688777672593934e-18,1.17e-18,0.739410884145042
ALD_HfO2_Si_07132,HfO2,Si(100),ALD,340.8,0.1,0.4,1.16,99.9,2.0,1.2641294151047609e-17,1.26e-17,5.846542515404531
ALD_HfO2_Si_07133,HfO2,Si(100),ALD,311.5,0.2,0.31,1.14,99.9,2.0,4.099979947891412e-18,4.1e-18,2.9311973626491343
ALD_HfO2_Si_07134,HfO2,Si(100),ALD,226.5,4.3,0.93,1.07,99.9,0.64,9.155244348678909e-18,9.16e-18,2.427726564821194
ALD_HfO2_Si_07135,HfO2,Si(100),ALD,172.0,4.7,0.46,0.99,99.9,0.83,1.7522323498169345e-18,1.75e-18,0.9687154080865442
ALD_HfO2_Si_07136,HfO2,Si(100),ALD,180.2,2.0,0.6,1.02,99.9,0.76,3.119243594005637e-18,3.12e-18,1.3516281113147297
ALD_HfO2_Si_07137,HfO2,Si(100),ALD,323.3,3.1,0.98,1.16,99.9,2.0,2.3707399156288722e-17,2.37e-17,10.0
ALD_HfO2_Si_07138,HfO2,Si(100),ALD,170.9,6.2,0.27,0.98,97.5,0.85,9.65918612570868e-19,9.66e-19,0.5643056875106549
ALD_HfO2_Si_07139,HfO2,Si(100),ALD,326.9,1.4,0.73,1.16,99.9,2.0,1.889622660331997e-17,1.89e-17,9.656557307967647
ALD_HfO2_Si_07140,HfO2,Si(100),ALD,345.5,5.2,0.06,1.17,99.9,2.0,2.029467499703305e-18,2.03e-18,0.9072772552421121
ALD_HfO2_Si_07141,HfO2,Si(100),ALD,220.8,5.7,0.54,1.0,99.9,0.49,6.202932217627224e-18,6.2e-18,1.1658289349762108
ALD_HfO2_Si_07142,HfO2,Si(100),ALD,306.6,8.5,0.5,1.14,99.9,2.0,9.45464346438853e-18,9.45e-18,5.65302528825347
ALD_HfO2_Si_07143,HfO2,Si(100),ALD,320.6,5.3,0.29,1.14,99.9,2.0,7.698256699669661e-18,7.7e-18,3.884798892353683
ALD_HfO2_Si_07144,HfO2,Si(100),ALD,234.1,0.7,0.41,1.03,99.9,1.2,4.15289540918843e-18,4.15e-18,2.035598037383214
ALD_HfO2_Si_07145,HfO2,Si(100),ALD,159.7,5.9,0.23,0.98,96.0,1.35,9.850158872299002e-19,9.85e-19,0.8353388045308401
ALD_HfO2_Si_07146,HfO2,Si(100),ALD,171.1,9.5,0.69,1.01,94.9,0.95,2.3096574942088227e-18,2.31e-18,1.5590688479368733
ALD_HfO2_Si_07147,HfO2,Si(100),ALD,264.3,0.4,0.36,1.09,99.9,2.0,4.926366486930894e-18,4.93e-18,3.4624854487196077
ALD_HfO2_Si_07148,HfO2,Si(100),ALD,150.9,2.7,0.26,0.92,99.6,1.65,1.4597060967929184e-18,1.46e-18,1.3214376653626632
ALD_HfO2_Si_07149,HfO2,Si(100),ALD,290.4,5.4,0.61,1.14,99.9,2.0,8.422402831774072e-18,8.42e-18,5.89326906878547
ALD_HfO2_Si_07150,HfO2,Si(100),ALD,225.6,2.7,0.72,1.05,99.9,0.77,6.471796007998642e-18,6.47e-18,2.1607908671835103
