id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str
ALD_HfO2_Si_07494,HfO2,Si(100),ALD,319.1,0.8,0.7,1.15,99.9,2,2.0731023660057473e-17,2.07e-17
ALD_HfO2_Si_07495,HfO2,Si(100),ALD,321.6,8.9,0.46,1.13,99.9,2,1.010916931156053e-17,1.01e-17
ALD_HfO2_Si_07496,HfO2,Si(100),ALD,190.4,0.8,0.62,1.01,99.9,0.43,5.973684767482053e-18,5.97e-18
ALD_HfO2_Si_07497,HfO2,Si(100),ALD,201.1,1.4,0.61,1.02,99.9,0.51,6.0301084669938676e-18,6.03e-18
ALD_HfO2_Si_07498,HfO2,Si(100),ALD,276.5,5.2,0.96,1.16,99.9,2,1.769058793748059e-17,1.77e-17
ALD_HfO2_Si_07499,HfO2,Si(100),ALD,264.8,1.2,0.25,1.04,99.9,2,3.086488541374267e-18,3.09e-18
ALD_HfO2_Si_07500,HfO2,Si(100),ALD,157,8,0.26,0.97,95.4,1.36,1.5488377642291424e-18,1.55e-18
ALD_HfO2_Si_07501,HfO2,Si(100),ALD,186.1,6.3,0.3,1.03,99.9,0.54,2.6996315554201783e-18,2.70e-18
ALD_HfO2_Si_07502,HfO2,Si(100),ALD,270.7,9.6,0.97,1.12,99.9,2,8.667378666527105e-18,8.67e-18
ALD_HfO2_Si_07503,HfO2,Si(100),ALD,329,1.3,0.35,1.16,99.9,2,9.99089112147994e-18,9.99e-18
ALD_HfO2_Si_07504,HfO2,Si(100),ALD,271,2.5,0.08,1.08,99.9,2,1.2952333346018065e-18,1.30e-18
ALD_HfO2_Si_07505,HfO2,Si(100),ALD,202.6,3.5,0.78,1.03,99.9,0.48,6.3848112300108236e-18,6.38e-18
ALD_HfO2_Si_07506,HfO2,Si(100),ALD,302.5,7.2,0.33,1.09,99.9,2,6.827913288278103e-18,6.83e-18
ALD_HfO2_Si_07507,HfO2,Si(100),ALD,345.2,3.9,0.43,1.17,99.9,2,1.9579801646653685e-17,1.96e-17
ALD_HfO2_Si_07508,HfO2,Si(100),ALD,210.8,1.1,0.35,1.02,99.9,0.49,2.674497964788671e-18,2.67e-18
ALD_HfO2_Si_07509,HfO2,Si(100),ALD,251.1,9.7,0.73,1.08,99.9,1.67,8.985521224580561e-18,8.99e-18
ALD_HfO2_Si_07510,HfO2,Si(100),ALD,306.2,4.7,0.32,1.11,99.9,2,7.616751399477328e-18,7.62e-18
ALD_HfO2_Si_07511,HfO2,Si(100),ALD,285,1.5,0.84,1.15,99.9,2,1.376155123153898e-17,1.38e-17
ALD_HfO2_Si_07512,HfO2,Si(100),ALD,218.6,2.2,0.38,1.07,99.9,0.74,2.2275679119357646e-18,2.23e-18
ALD_HfO2_Si_07513,HfO2,Si(100),ALD,227.8,1.4,0.95,1.08,99.9,0.91,9.930024695287916e-18,9.93e-18
ALD_HfO2_Si_07514,HfO2,Si(100),ALD,273.4,8,0.55,1.09,99.9,2,9.087003015943034e-18,9.09e-18
ALD_HfO2_Si_07515,HfO2,Si(100),ALD,157.3,8,0.51,0.96,94,1.43,2.1882895582962676e-18,2.19e-18
ALD_HfO2_Si_07516,HfO2,Si(100),ALD,228.5,7.8,0.98,1.08,99.9,0.99,9.25105129790012e-18,9.25e-18
ALD_HfO2_Si_07517,HfO2,Si(100),ALD,272.4,6,0.99,1.15,99.9,2,5.802959990901022e-18,5.80e-18
ALD_HfO2_Si_07518,HfO2,Si(100),ALD,226.8,4.5,0.99,1.07,99.9,0.79,1.3702997253930033e-17,1.37e-17
ALD_HfO2_Si_07519,HfO2,Si(100),ALD,333.5,5.3,0.36,1.12,99.9,2,1.3242488575456188e-17,1.32e-17
ALD_HfO2_Si_07520,HfO2,Si(100),ALD,188.5,3.7,0.67,1.03,99.9,0.56,2.9651011280527844e-18,2.97e-18
ALD_HfO2_Si_07521,HfO2,Si(100),ALD,297.3,5.4,0.51,1.14,99.9,2,8.097253993706956e-18,8.10e-18
ALD_HfO2_Si_07522,HfO2,Si(100),ALD,187.3,2.3,0.09,0.97,99.9,0.61,9.317395832137982e-19,9.32e-19
ALD_HfO2_Si_07523,HfO2,Si(100),ALD,316.5,3.6,0.2,1.13,99.9,2,3.358200477730342e-18,3.36e-18
ALD_HfO2_Si_07524,HfO2,Si(100),ALD,266.3,0.9,0.75,1.11,99.9,2,1.2449557763037898e-17,1.24e-17
ALD_HfO2_Si_07525,HfO2,Si(100),ALD,219.9,4.3,0.87,1.06,99.9,0.63,6.758861356336449e-18,6.76e-18
ALD_HfO2_Si_07526,HfO2,Si(100),ALD,185.7,4.2,0.33,0.99,99.9,0.65,2.381451268678095e-18,2.38e-18
ALD_HfO2_Si_07527,HfO2,Si(100),ALD,204.8,5.7,0.78,1.06,99.9,0.62,6.1083730625870215e-18,6.11e-18
ALD_HfO2_Si_07528,HfO2,Si(100),ALD,307.7,3.1,0.97,1.15,99.9,2,1.940098440048358e-17,1.94e-17
ALD_HfO2_Si_07529,HfO2,Si(100),ALD,207.9,3.5,0.79,1.03,99.9,0.63,7.080065032275603e-18,7.08e-18
ALD_HfO2_Si_07530,HfO2,Si(100),ALD,188.8,5.4,0.11,0.96,99.9,0.59,6.09974852032817e-19,6.10e-19
ALD_HfO2_Si_07531,HfO2,Si(100),ALD,175.4,3,0.53,1.02,99.9,0.87,1.8005525554285145e-18,1.80e-18
ALD_HfO2_Si_07532,HfO2,Si(100),ALD,226.4,9.6,0.82,1.08,99.9,0.79,5.954132543176246e-18,5.95e-18
ALD_HfO2_Si_07533,HfO2,Si(100),ALD,232.1,8.1,0.19,1.04,99.9,1.03,1.4236132340049888e-18,1.42e-18
ALD_HfO2_Si_07534,HfO2,Si(100),ALD,263.1,1.4,0.44,1.08,99.9,2,3.791914815957315e-18,3.79e-18
ALD_HfO2_Si_07535,HfO2,Si(100),ALD,172.7,3.5,0.44,0.99,99.4,1.01,2.7440434313637223e-18,2.74e-18
ALD_HfO2_Si_07536,HfO2,Si(100),ALD,276,4.7,0.13,1.07,99.9,2,1.8900890585925317e-18,1.89e-18
ALD_HfO2_Si_07537,HfO2,Si(100),ALD,151,0.3,0.25,0.96,99.9,1.67,1.2429129886817049e-18,1.24e-18
ALD_HfO2_Si_07538,HfO2,Si(100),ALD,316.3,4.5,0.92,1.13,99.9,2,2.5534983514722252e-17,2.55e-17
ALD_HfO2_Si_07539,HfO2,Si(100),ALD,182,8.8,0.68,1.01,96.7,0.72,5.301393802203843e-18,5.30e-18
ALD_HfO2_Si_07540,HfO2,Si(100),ALD,206.1,5,0.61,1.03,99.9,0.68,5.4535992841596586e-18,5.45e-18
ALD_HfO2_Si_07541,HfO2,Si(100),ALD,303.5,2.8,0.88,1.16,99.9,2,1.3657046108453349e-17,1.37e-17
ALD_HfO2_Si_07542,HfO2,Si(100),ALD,156.9,3.4,0.9,1,99.2,1.67,5.133333948707543e-18,5.13e-18
ALD_HfO2_Si_07543,HfO2,Si(100),ALD,190.1,6,0.6,1.03,99.9,0.44,4.324708802294717e-18,4.32e-18
ALD_HfO2_Si_07544,HfO2,Si(100),ALD,320.9,2.3,0.84,1.18,99.9,2,4.022785187463854e-17,4.02e-17
ALD_HfO2_Si_07545,HfO2,Si(100),ALD,258.4,1.2,0.79,1.11,99.9,2,1.0494228668810542e-17,1.05e-17
ALD_HfO2_Si_07546,HfO2,Si(100),ALD,318.6,3.3,0.82,1.17,99.9,2,2.2276205105716998e-17,2.23e-17
ALD_HfO2_Si_07547,HfO2,Si(100),ALD,190.9,8.7,0.13,1,96.5,0.46,8.29318436544231e-19,8.29e-19
ALD_HfO2_Si_07548,HfO2,Si(100),ALD,328.4,8.4,0.76,1.15,99.9,2,2.057809138609563e-17,2.06e-17
ALD_HfO2_Si_07549,HfO2,Si(100),ALD,244.6,8.3,0.97,1.1,99.9,1.55,1.1084586371958225e-17,1.11e-17
ALD_HfO2_Si_07550,HfO2,Si(100),ALD,219.2,7.7,0.86,1.09,98.4,0.59,6.7170322945585246e-18,6.72e-18
ALD_HfO2_Si_07551,HfO2,Si(100),ALD,198.7,4,0.94,1.05,99.9,0.41,7.264161647461003e-18,7.26e-18
ALD_HfO2_Si_07552,HfO2,Si(100),ALD,157.7,6.4,0.71,1.02,94.9,1.37,4.120369145734728e-18,4.12e-18
ALD_HfO2_Si_07553,HfO2,Si(100),ALD,166.3,0.6,0.22,0.95,99.9,1.04,1.0015264021519187e-18,1.00e-18
ALD_HfO2_Si_07554,HfO2,Si(100),ALD,218.2,5.2,0.86,1.04,99.9,0.75,9.82568503775401e-18,9.83e-18
ALD_HfO2_Si_07555,HfO2,Si(100),ALD,230.4,3.8,0.66,1.08,99.9,0.89,8.133874838044118e-18,8.13e-18
ALD_HfO2_Si_07556,HfO2,Si(100),ALD,247.7,7.4,0.29,1.07,99.9,1.58,2.651764322168733e-18,2.65e-18
ALD_HfO2_Si_07557,HfO2,Si(100),ALD,302.2,8.7,0.55,1.15,99.9,2,8.50614891320884e-18,8.51e-18
ALD_HfO2_Si_07558,HfO2,Si(100),ALD,328.7,0.3,0.36,1.15,99.9,2,1.1072194375098022e-17,1.11e-17
ALD_HfO2_Si_07559,HfO2,Si(100),ALD,291.2,7.2,0.48,1.1,99.9,2,7.352572513149315e-18,7.35e-18
ALD_HfO2_Si_07560,HfO2,Si(100),ALD,260.9,4.8,0.37,1.08,99.9,2,3.6346448932445086e-18,3.63e-18
ALD_HfO2_Si_07561,HfO2,Si(100),ALD,310.5,9.5,0.28,1.1,99.9,2,1.0301028725630508e-17,1.03e-17
ALD_HfO2_Si_07562,HfO2,Si(100),ALD,341.9,1.3,0.85,1.17,99.9,2,1.9537572302940292e-17,1.95e-17
ALD_HfO2_Si_07563,HfO2,Si(100),ALD,280.6,2.1,0.34,1.11,99.9,2,3.550896172102208e-18,3.55e-18
ALD_HfO2_Si_07564,HfO2,Si(100),ALD,169.2,6.4,0.18,0.99,99.9,0.95,7.597484963697696e-19,7.60e-19
ALD_HfO2_Si_07565,HfO2,Si(100),ALD,183.7,2,0.59,1.02,99.9,0.49,3.970247346600928e-18,3.97e-18
ALD_HfO2_Si_07566,HfO2,Si(100),ALD,301.2,2.4,0.14,1.08,99.9,2,2.8362209814768408e-18,2.84e-18
ALD_HfO2_Si_07567,HfO2,Si(100),ALD,319.4,6.5,0.96,1.16,99.9,2,4.1332766775927587e-17,4.13e-17
ALD_HfO2_Si_07568,HfO2,Si(100),ALD,218,2.7,0.25,1.01,99.9,0.72,1.781495745314193e-18,1.78e-18
ALD_HfO2_Si_07569,HfO2,Si(100),ALD,346.9,7,0.53,1.19,99.9,2,1.831974679752829e-17,1.83e-17
ALD_HfO2_Si_07570,HfO2,Si(100),ALD,160,1.4,0.3,0.97,99.9,1.3,2.0883880396010683e-18,2.09e-18
ALD_HfO2_Si_07571,HfO2,Si(100),ALD,252.6,6.5,0.49,1.06,99.9,1.82,5.014435291864573e-18,5.01e-18
ALD_HfO2_Si_07572,HfO2,Si(100),ALD,334.4,3.9,0.85,1.18,99.9,2,2.973481384279997e-17,2.97e-17
ALD_HfO2_Si_07573,HfO2,Si(100),ALD,215.8,3.1,0.27,1.02,99.9,0.67,1.3306029727180304e-18,1.33e-18
ALD_HfO2_Si_07574,HfO2,Si(100),ALD,250.8,1.4,0.41,1.09,99.9,1.81,8.466200618443144e-18,8.47e-18
ALD_HfO2_Si_07575,HfO2,Si(100),ALD,265.3,9.2,0.7,1.09,99.9,2,1.3396162749243335e-17,1.34e-17
ALD_HfO2_Si_07576,HfO2,Si(100),ALD,336.3,0.1,0.94,1.16,99.9,2,2.2143117062230645e-17,2.21e-17
ALD_HfO2_Si_07577,HfO2,Si(100),ALD,314.4,7.1,0.35,1.1,99.9,2,1.0398845098340017e-17,1.04e-17
ALD_HfO2_Si_07578,HfO2,Si(100),ALD,289.6,8.6,0.16,1.1,99.9,2,4.319555581814611e-18,4.32e-18
ALD_HfO2_Si_07579,HfO2,Si(100),ALD,245.7,4,0.17,1.05,99.9,1.5,1.341230456923503e-18,1.34e-18
ALD_HfO2_Si_07580,HfO2,Si(100),ALD,182.8,4.2,0.86,1,99.9,0.83,4.4891389120379504e-18,4.49e-18
ALD_HfO2_Si_07581,HfO2,Si(100),ALD,177.7,7.9,0.57,1.02,99.1,0.87,5.046986663682255e-18,5.05e-18
ALD_HfO2_Si_07582,HfO2,Si(100),ALD,298.6,4.8,0.77,1.15,99.9,2,1.5514523213399788e-17,1.55e-17
ALD_HfO2_Si_07583,HfO2,Si(100),ALD,229.3,1.8,0.45,1.05,99.9,0.81,5.046812388933931e-18,5.05e-18
ALD_HfO2_Si_07584,HfO2,Si(100),ALD,164.3,8.9,0.49,1.01,94.7,1.21,2.5990499245039603e-18,2.60e-18
ALD_HfO2_Si_07585,HfO2,Si(100),ALD,316.7,7.8,0.52,1.15,99.9,2,1.622535295905894e-17,1.62e-17
ALD_HfO2_Si_07586,HfO2,Si(100),ALD,184.6,4.7,0.1,0.98,99.9,0.72,7.344260355029562e-19,7.34e-19
ALD_HfO2_Si_07587,HfO2,Si(100),ALD,296.6,5.9,0.45,1.1,99.9,2,9.080009859626732e-18,9.08e-18
ALD_HfO2_Si_07588,HfO2,Si(100),ALD,217.6,1.2,0.64,1.06,99.9,0.65,2.9889711729339385e-18,2.99e-18
ALD_HfO2_Si_07589,HfO2,Si(100),ALD,309.4,5.2,0.67,1.15,99.9,2,1.7868718190039983e-17,1.79e-17
ALD_HfO2_Si_07590,HfO2,Si(100),ALD,215,8.6,0.12,1.02,99.9,0.47,1.2372201527895327e-18,1.24e-18
ALD_HfO2_Si_07591,HfO2,Si(100),ALD,301.9,4.9,0.34,1.11,99.9,2,4.817537772637739e-18,4.82e-18
ALD_HfO2_Si_07592,HfO2,Si(100),ALD,231.3,2.6,0.06,1.04,99.9,1.02,4.3028464310640064e-19,4.30e-19
ALD_HfO2_Si_07593,HfO2,Si(100),ALD,293.1,0.6,0.27,1.1,99.9,2,5.946138189048475e-18,5.95e-18
ALD_HfO2_Si_07594,HfO2,Si(100),ALD,265.9,0.2,0.87,1.11,99.9,2,1.3149443138387474e-17,1.31e-17
ALD_HfO2_Si_07595,HfO2,Si(100),ALD,259.6,6.7,0.75,1.12,99.9,2,5.536527689521189e-18,5.54e-18
ALD_HfO2_Si_07596,HfO2,Si(100),ALD,321.1,7.7,0.56,1.14,99.9,2,1.0932330778757382e-17,1.09e-17
ALD_HfO2_Si_07597,HfO2,Si(100),ALD,181.1,4.8,0.8,1,99.6,0.8,5.4017237140475894e-18,5.40e-18
ALD_HfO2_Si_07598,HfO2,Si(100),ALD,307.2,3.9,0.68,1.13,99.9,2,1.7865176040654414e-17,1.79e-17
ALD_HfO2_Si_07599,HfO2,Si(100),ALD,327.5,7.4,0.12,1.15,99.9,2,2.5847109701246787e-18,2.58e-18
ALD_HfO2_Si_07600,HfO2,Si(100),ALD,218.8,7.4,1,1.07,99.9,0.72,8.525732773803013e-18,8.53e-18
ALD_HfO2_Si_07601,HfO2,Si(100),ALD,209.3,7.2,0.96,1.06,99.9,0.67,5.9880665985048254e-18,5.99e-18
ALD_HfO2_Si_07602,HfO2,Si(100),ALD,238.2,0.4,0.65,1.06,99.9,1.16,1.0528806549592307e-17,1.05e-17
ALD_HfO2_Si_07603,HfO2,Si(100),ALD,340.9,9.8,0.74,1.18,99.9,2,2.343912005066436e-17,2.34e-17
ALD_HfO2_Si_07604,HfO2,Si(100),ALD,334.9,9.3,0.6,1.15,99.9,2,1.4033790250551602e-17,1.40e-17
ALD_HfO2_Si_07605,HfO2,Si(100),ALD,320.4,5.5,0.81,1.17,99.9,2,1.4123616540200053e-17,1.41e-17
ALD_HfO2_Si_07606,HfO2,Si(100),ALD,238.2,4.3,0.12,1.03,99.9,1.14,8.886617351086946e-19,8.89e-19
ALD_HfO2_Si_07607,HfO2,Si(100),ALD,287.5,5.5,0.47,1.1,99.9,2,1.44125372562521e-17,1.44e-17
ALD_HfO2_Si_07608,HfO2,Si(100),ALD,262,7.2,0.14,1.06,99.9,2,1.8366032774313325e-18,1.84e-18
ALD_HfO2_Si_07609,HfO2,Si(100),ALD,334.1,4.2,0.22,1.14,99.9,2,5.62210244499224e-18,5.62e-18
ALD_HfO2_Si_07610,HfO2,Si(100),ALD,334.2,4.7,0.57,1.16,99.9,2,1.506484259767486e-17,1.51e-17
ALD_HfO2_Si_07611,HfO2,Si(100),ALD,272.2,1.8,0.93,1.12,99.9,2,1.1680631299763523e-17,1.17e-17
ALD_HfO2_Si_07612,HfO2,Si(100),ALD,249.7,2.5,0.14,1,99.9,1.79,1.6440416087824259e-18,1.64e-18
ALD_HfO2_Si_07613,HfO2,Si(100),ALD,225,2.2,0.23,1.02,99.9,0.7,2.158980802638316e-18,2.16e-18
ALD_HfO2_Si_07614,HfO2,Si(100),ALD,244.4,9.9,0.49,1.06,99.9,1.33,5.723950903474933e-18,5.72e-18
ALD_HfO2_Si_07615,HfO2,Si(100),ALD,166.6,9.3,0.86,1.03,94.3,1.12,3.1257367924819986e-18,3.13e-18
ALD_HfO2_Si_07616,HfO2,Si(100),ALD,207.3,9.3,0.69,1.03,95.9,0.65,7.165608079160892e-18,7.17e-18
ALD_HfO2_Si_07617,HfO2,Si(100),ALD,162.6,1.1,0.82,1.01,99.9,1.18,3.522815921843746e-18,3.52e-18
ALD_HfO2_Si_07618,HfO2,Si(100),ALD,297,2.4,0.37,1.14,99.9,2,5.9428449049841415e-18,5.94e-18
ALD_HfO2_Si_07619,HfO2,Si(100),ALD,263.9,1.9,0.17,1.05,99.9,2,1.974638059374123e-18,1.97e-18
ALD_HfO2_Si_07620,HfO2,Si(100),ALD,314.2,4.8,0.37,1.14,99.9,2,6.2343668414151656e-18,6.23e-18
ALD_HfO2_Si_07621,HfO2,Si(100),ALD,322.7,3.4,0.34,1.13,99.9,2,9.293014860579397e-18,9.29e-18
ALD_HfO2_Si_07622,HfO2,Si(100),ALD,236.4,1.5,0.11,1.03,99.9,1.3,1.5449832565265833e-18,1.54e-18
ALD_HfO2_Si_07623,HfO2,Si(100),ALD,332.5,9.3,0.24,1.13,99.9,2,5.381688993794236e-18,5.38e-18
ALD_HfO2_Si_07624,HfO2,Si(100),ALD,271.1,2.8,0.23,1.07,99.9,2,1.985586768144483e-18,1.99e-18
ALD_HfO2_Si_07625,HfO2,Si(100),ALD,192.1,9.4,0.5,1.06,94,0.6,2.493011123151791e-18,2.49e-18
ALD_HfO2_Si_07626,HfO2,Si(100),ALD,293.3,8.8,0.65,1.14,99.9,2,1.0681475924152578e-17,1.07e-17
ALD_HfO2_Si_07627,HfO2,Si(100),ALD,226,8.6,0.62,1.07,99.9,0.83,4.0730552472483994e-18,4.07e-18
ALD_HfO2_Si_07628,HfO2,Si(100),ALD,311.8,8,0.85,1.16,99.9,2,1.601996392388854e-17,1.60e-17
ALD_HfO2_Si_07629,HfO2,Si(100),ALD,239.4,1.3,0.29,1.03,99.9,1.29,2.696979811465486e-18,2.70e-18
ALD_HfO2_Si_07630,HfO2,Si(100),ALD,152.1,3.1,0.58,0.99,99.6,1.65,2.6514254883942613e-18,2.65e-18
ALD_HfO2_Si_07631,HfO2,Si(100),ALD,231.9,7.9,0.17,1.06,98.8,1.09,1.104043160921811e-18,1.10e-18
ALD_HfO2_Si_07632,HfO2,Si(100),ALD,236.4,2.1,0.73,1.06,99.9,1.23,9.283501646363038e-18,9.28e-18
ALD_HfO2_Si_07633,HfO2,Si(100),ALD,268.2,9.4,0.05,1.09,99.9,2,1.234435145876373e-18,1.23e-18
ALD_HfO2_Si_07634,HfO2,Si(100),ALD,265.3,1.6,0.4,1.1,99.9,2,8.785597641759218e-18,8.79e-18
ALD_HfO2_Si_07635,HfO2,Si(100),ALD,296.7,5.9,0.51,1.15,99.9,2,8.326892334122476e-18,8.33e-18
ALD_HfO2_Si_07636,HfO2,Si(100),ALD,172.8,4.1,0.58,1,99.9,0.92,3.961775932024104e-18,3.96e-18
ALD_HfO2_Si_07637,HfO2,Si(100),ALD,223.8,4.5,0.36,1.03,99.9,0.7,3.9463736682059935e-18,3.95e-18
ALD_HfO2_Si_07638,HfO2,Si(100),ALD,317.3,5.5,0.43,1.13,99.9,2,1.0066020572432276e-17,1.01e-17
ALD_HfO2_Si_07639,HfO2,Si(100),ALD,268.6,9.3,0.31,1.11,99.9,2,4.733417629690268e-18,4.73e-18
ALD_HfO2_Si_07640,HfO2,Si(100),ALD,287.2,6.2,0.25,1.07,99.9,2,5.444118253779093e-18,5.44e-18
ALD_HfO2_Si_07641,HfO2,Si(100),ALD,244.9,1.3,0.83,1.06,99.9,1.5,1.2542240447706382e-17,1.25e-17
ALD_HfO2_Si_07642,HfO2,Si(100),ALD,151.2,0.9,0.26,0.97,99.9,1.78,9.353463406274345e-19,9.35e-19
ALD_HfO2_Si_07643,HfO2,Si(100),ALD,336.1,3.4,1,1.18,99.9,2,3.5911709398074115e-17,3.59e-17
ALD_HfO2_Si_07644,HfO2,Si(100),ALD,333,6.5,0.39,1.15,99.9,2,1.7847874311071874e-17,1.78e-17
ALD_HfO2_Si_07645,HfO2,Si(100),ALD,179.1,1.6,0.17,1,99.9,0.65,1.2957719650923407e-18,1.30e-18
ALD_HfO2_Si_07646,HfO2,Si(100),ALD,308.7,6,0.05,1.1,99.9,2,1.838214058966311e-18,1.84e-18
ALD_HfO2_Si_07647,HfO2,Si(100),ALD,333.8,1.1,0.91,1.15,99.9,2,1.182468357406035e-17,1.18e-17
ALD_HfO2_Si_07648,HfO2,Si(100),ALD,322.9,3,0.1,1.16,99.9,2,3.0449670604900282e-18,3.04e-18
ALD_HfO2_Si_07649,HfO2,Si(100),ALD,199.3,8.2,0.84,1.03,99.9,0.53,6.681515069629084e-18,6.68e-18
ALD_HfO2_Si_07650,HfO2,Si(100),ALD,316.7,0.5,0.18,1.11,99.9,2,5.780983577935057e-18,5.78e-18
ALD_HfO2_Si_07651,HfO2,Si(100),ALD,324.3,5.9,0.3,1.16,99.9,2,5.499211490634249e-18,5.50e-18
ALD_HfO2_Si_07652,HfO2,Si(100),ALD,299.7,6.8,0.57,1.12,99.9,2,9.781975135295478e-18,9.78e-18
ALD_HfO2_Si_07653,HfO2,Si(100),ALD,165.1,5.6,0.72,1,99.9,1.16,4.911517529850872e-18,4.91e-18
ALD_HfO2_Si_07654,HfO2,Si(100),ALD,317.8,8.3,0.38,1.14,99.9,2,6.679725295411933e-18,6.68e-18
ALD_HfO2_Si_07655,HfO2,Si(100),ALD,246.5,7.9,0.9,1.11,99.9,1.5,1.142577854515278e-17,1.14e-17
ALD_HfO2_Si_07656,HfO2,Si(100),ALD,250,4.8,0.19,1.05,99.9,1.65,2.360041425925081e-18,2.36e-18
ALD_HfO2_Si_07657,HfO2,Si(100),ALD,284.9,5.6,0.56,1.14,99.9,2,9.093645277985232e-18,9.09e-18
ALD_HfO2_Si_07658,HfO2,Si(100),ALD,258.1,8.6,0.66,1.06,99.9,2,1.0381282127822158e-17,1.04e-17
ALD_HfO2_Si_07659,HfO2,Si(100),ALD,220.8,6.5,0.97,1.08,99.9,0.88,6.321670559934327e-18,6.32e-18
ALD_HfO2_Si_07660,HfO2,Si(100),ALD,278.5,1.7,0.28,1.08,99.9,2,3.5948811458206626e-18,3.59e-18
ALD_HfO2_Si_07661,HfO2,Si(100),ALD,206.6,8.4,0.18,1.04,97.4,0.49,1.3969363018682739e-18,1.40e-18
ALD_HfO2_Si_07662,HfO2,Si(100),ALD,318.4,4.6,0.27,1.13,99.9,2,4.506601066506274e-18,4.51e-18
ALD_HfO2_Si_07663,HfO2,Si(100),ALD,273.9,6.6,0.86,1.11,99.9,2,1.9183796184872487e-17,1.92e-17
ALD_HfO2_Si_07664,HfO2,Si(100),ALD,289,8.4,0.88,1.14,99.9,2,1.2506159308701373e-17,1.25e-17
ALD_HfO2_Si_07665,HfO2,Si(100),ALD,344.4,7.4,0.19,1.17,99.9,2,7.537798241036526e-18,7.54e-18
ALD_HfO2_Si_07666,HfO2,Si(100),ALD,287.3,5.5,0.25,1.11,99.9,2,3.467596900406402e-18,3.47e-18
ALD_HfO2_Si_07667,HfO2,Si(100),ALD,317.5,0.8,0.3,1.12,99.9,2,8.993939108327774e-18,8.99e-18
ALD_HfO2_Si_07668,HfO2,Si(100),ALD,314.9,2.4,0.77,1.15,99.9,2,1.1104841745717148e-17,1.11e-17
ALD_HfO2_Si_07669,HfO2,Si(100),ALD,263,5.8,0.32,1.08,99.9,2,6.812981408763369e-18,6.81e-18
ALD_HfO2_Si_07670,HfO2,Si(100),ALD,304.1,7.5,0.6,1.13,99.9,2,1.775138160816977e-17,1.78e-17
ALD_HfO2_Si_07671,HfO2,Si(100),ALD,156.4,9.5,0.14,0.97,94,1.44,5.711297668226758e-19,5.71e-19
ALD_HfO2_Si_07672,HfO2,Si(100),ALD,294.8,7.5,0.32,1.08,99.9,2,4.748730570561396e-18,4.75e-18
ALD_HfO2_Si_07673,HfO2,Si(100),ALD,174.5,5.3,0.16,0.99,99.9,0.87,1.0460483449880782e-18,1.05e-18
ALD_HfO2_Si_07674,HfO2,Si(100),ALD,172.3,3.7,0.35,0.99,99.9,0.83,1.2378295791578967e-18,1.24e-18
ALD_HfO2_Si_07675,HfO2,Si(100),ALD,166.5,7.5,0.64,0.99,99.2,1.03,3.42767499102056e-18,3.43e-18
ALD_HfO2_Si_07676,HfO2,Si(100),ALD,339.2,8.5,1,1.18,99.9,2,2.3262963971985062e-17,2.33e-17
ALD_HfO2_Si_07677,HfO2,Si(100),ALD,260.7,5,0.06,1.06,99.9,2,7.078569872347443e-19,7.08e-19
ALD_HfO2_Si_07678,HfO2,Si(100),ALD,343.4,9.4,0.29,1.1,99.9,2,7.37928795457012e-18,7.38e-18
ALD_HfO2_Si_07679,HfO2,Si(100),ALD,213.8,7.4,0.52,1.03,98.4,0.75,3.492716794730894e-18,3.49e-18
ALD_HfO2_Si_07680,HfO2,Si(100),ALD,347.3,4.9,0.17,1.14,99.9,2,9.111248094249535e-18,9.11e-18
ALD_HfO2_Si_07681,HfO2,Si(100),ALD,289.5,4.1,0.76,1.14,99.9,2,1.744354146220225e-17,1.74e-17
ALD_HfO2_Si_07682,HfO2,Si(100),ALD,211.4,7.7,0.83,1.04,99.1,0.49,4.395138297851443e-18,4.40e-18
ALD_HfO2_Si_07683,HfO2,Si(100),ALD,160.1,8.8,0.72,0.99,96.5,1.32,2.746501578206174e-18,2.75e-18
ALD_HfO2_Si_07684,HfO2,Si(100),ALD,308.4,1.1,0.11,1.14,99.9,2,3.0773952079403146e-18,3.08e-18
ALD_HfO2_Si_07685,HfO2,Si(100),ALD,173.9,1.2,0.7,1.02,99.9,0.83,5.362147320013768e-18,5.36e-18
ALD_HfO2_Si_07686,HfO2,Si(100),ALD,337.1,1.8,0.79,1.19,99.9,2,1.521455524668307e-17,1.52e-17
ALD_HfO2_Si_07687,HfO2,Si(100),ALD,231.3,7.3,0.2,1.03,99.9,0.83,2.5382459540153607e-18,2.54e-18
ALD_HfO2_Si_07688,HfO2,Si(100),ALD,319.9,6.4,0.5,1.15,99.9,2,1.334542224472832e-17,1.33e-17
ALD_HfO2_Si_07689,HfO2,Si(100),ALD,181.1,6.1,0.95,1.03,95.4,0.68,3.2410630377289595e-18,3.24e-18
ALD_HfO2_Si_07690,HfO2,Si(100),ALD,318.6,4.9,0.71,1.15,99.9,2,1.5257517205473275e-17,1.53e-17
ALD_HfO2_Si_07691,HfO2,Si(100),ALD,162.9,3.9,0.06,0.97,99.9,1.23,3.1147009431439627e-19,3.11e-19
